Company Name,Sector,Market Cap,Stock P/E,Year,Revenue,Net Profit
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2012,145.0,-14.0
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2013,187.0,11.0
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2014,218.0,17.0
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2015,221.0,16.0
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2016,229.0,17.0
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2017,233.0,15.0
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2018,254.0,14.0
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2019,296.0,6.0
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2020,284.0,6.0
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2021,267.0,9.0
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2022,419.0,48.0
Super Sales India Ltd,Textiles,368.0,15.0,Mar 2023,368.0,28.0
Super Sales India Ltd,Textiles,368.0,15.0,TTM,385.0,26.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,Mar 2010,363.0,45.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,Mar 2014,555.0,82.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,Mar 2015,647.0,99.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,Mar 2016,716.0,119.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,Mar 2017,773.0,126.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,Mar 2018,662.0,131.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,Mar 2019,711.0,131.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,Mar 2020,713.0,160.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,Mar 2021,813.0,166.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,Mar 2022,859.0,176.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,Mar 2023,872.0,156.0
Mishra Dhatu Nigam Ltd,Steel,7834.0,57.2,TTM,991.0,137.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2012,260.0,2.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2013,354.0,21.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2014,459.0,35.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2015,685.0,75.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2016,1016.0,95.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2017,998.0,170.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2018,1343.0,153.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2019,2095.0,276.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2020,1883.0,237.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2021,1502.0,270.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2022,1324.0,193.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,Mar 2023,2900.0,185.0
Vindhya Telelinks Ltd,Infrastructure Developers & Operators,2594.0,11.0,TTM,3726.0,235.0
Zim Laboratories Ltd,Pharmaceuticals,562.0,30.8,Mar 2015,266.0,-22.0
Zim Laboratories Ltd,Pharmaceuticals,562.0,30.8,Mar 2016,269.0,5.0
Zim Laboratories Ltd,Pharmaceuticals,562.0,30.8,Mar 2017,235.0,19.0
Zim Laboratories Ltd,Pharmaceuticals,562.0,30.8,Mar 2018,273.0,19.0
Zim Laboratories Ltd,Pharmaceuticals,562.0,30.8,Mar 2019,335.0,15.0
Zim Laboratories Ltd,Pharmaceuticals,562.0,30.8,Mar 2020,278.0,3.0
Zim Laboratories Ltd,Pharmaceuticals,562.0,30.8,Mar 2021,307.0,7.0
Zim Laboratories Ltd,Pharmaceuticals,562.0,30.8,Mar 2022,333.0,15.0
Zim Laboratories Ltd,Pharmaceuticals,562.0,30.8,Mar 2023,399.0,24.0
Zim Laboratories Ltd,Pharmaceuticals,562.0,30.8,TTM,360.0,18.0
KPIT Technologies Ltd,IT - Software,41501.0,84.9,Mar 2018,0.0,-0.0
KPIT Technologies Ltd,IT - Software,41501.0,84.9,Mar 2019,641.0,55.0
KPIT Technologies Ltd,IT - Software,41501.0,84.9,Mar 2020,2156.0,148.0
KPIT Technologies Ltd,IT - Software,41501.0,84.9,Mar 2021,2036.0,147.0
KPIT Technologies Ltd,IT - Software,41501.0,84.9,Mar 2022,2432.0,276.0
KPIT Technologies Ltd,IT - Software,41501.0,84.9,Mar 2023,3365.0,387.0
KPIT Technologies Ltd,IT - Software,41501.0,84.9,TTM,4231.0,491.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2012,70.0,1.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2013,85.0,1.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2014,98.0,1.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2015,145.0,2.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2016,179.0,2.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2017,197.0,6.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2018,233.0,9.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2019,98.0,1.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2020,70.0,1.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2021,52.0,0.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2022,56.0,1.0
CMM Infraprojects Ltd,Construction,8.23,,Mar 2023,108.0,-29.0
CMM Infraprojects Ltd,Construction,8.23,,TTM,110.0,-25.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2012,95.0,12.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2013,97.0,10.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2014,90.0,8.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2015,115.0,9.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2016,104.0,4.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2017,109.0,6.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2018,150.0,10.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2019,134.0,17.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2020,136.0,12.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2021,225.0,34.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2022,331.0,55.0
Master Trust Ltd,Finance,995.0,12.8,Mar 2023,339.0,66.0
Master Trust Ltd,Finance,995.0,12.8,TTM,391.0,78.0
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2012,51.33,3.05
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2013,77.3,7.21
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2014,74.34,5.44
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2015,70.51,5.15
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2016,51.22,2.55
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2017,44.56,1.65
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2018,40.28,0.4
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2019,36.57,0.86
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2020,31.92,-0.31
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2021,60.53,1.52
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2022,81.45,3.25
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,Mar 2023,71.84,0.56
Inani Marbles _ Industries Ltd,Miscellaneous,38.9,,TTM,46.94,-2.85
Vertex Securities Ltd,Finance,30.3,,Mar 2012,10.28,-1.68
Vertex Securities Ltd,Finance,30.3,,Mar 2013,9.97,-1.63
Vertex Securities Ltd,Finance,30.3,,Mar 2014,5.32,-1.53
Vertex Securities Ltd,Finance,30.3,,Mar 2015,5.1,-0.33
Vertex Securities Ltd,Finance,30.3,,Mar 2016,5.81,-0.61
Vertex Securities Ltd,Finance,30.3,,Mar 2017,7.47,0.48
Vertex Securities Ltd,Finance,30.3,,Mar 2018,8.17,0.75
Vertex Securities Ltd,Finance,30.3,,Mar 2019,7.38,0.31
Vertex Securities Ltd,Finance,30.3,,Mar 2020,6.32,-4.25
Vertex Securities Ltd,Finance,30.3,,Mar 2021,8.59,0.67
Vertex Securities Ltd,Finance,30.3,,Mar 2022,9.21,0.28
Vertex Securities Ltd,Finance,30.3,,Mar 2023,8.09,-0.55
Vertex Securities Ltd,Finance,30.3,,TTM,6.76,-0.96
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2012,1538.0,30.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2013,1481.0,23.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2014,1823.0,-78.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2015,1777.0,-13.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2016,2233.0,26.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2017,2584.0,230.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2018,3352.0,151.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2019,2892.0,251.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2020,3484.0,216.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2021,2158.0,229.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2022,1904.0,144.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,Mar 2023,2460.0,158.0
Dhampur Sugar Mills Ltd,Sugar,1683.0,10.7,TTM,2458.0,158.0
Ambani Organics Ltd,Chemicals,85.4,68.3,Mar 2017,52.0,1.0
Ambani Organics Ltd,Chemicals,85.4,68.3,Mar 2018,65.0,2.0
Ambani Organics Ltd,Chemicals,85.4,68.3,Mar 2019,79.0,2.0
Ambani Organics Ltd,Chemicals,85.4,68.3,Mar 2020,73.0,1.0
Ambani Organics Ltd,Chemicals,85.4,68.3,Mar 2021,87.0,2.0
Ambani Organics Ltd,Chemicals,85.4,68.3,Mar 2022,125.0,2.0
Ambani Organics Ltd,Chemicals,85.4,68.3,Mar 2023,132.0,2.0
Ambani Organics Ltd,Chemicals,85.4,68.3,TTM,129.0,1.0
Proventus Agrocom Ltd,Trading,343.0,93.0,2021-03-01,301.0,2.0
Proventus Agrocom Ltd,Trading,343.0,93.0,2022-03-01,403.0,1.0
Proventus Agrocom Ltd,Trading,343.0,93.0,2023-03-01,419.0,4.0
Shahlon Silk Industries Ltd,Textiles,159.0,50.5,Mar 2018,528.0,3.0
Shahlon Silk Industries Ltd,Textiles,159.0,50.5,Mar 2019,531.0,4.0
Shahlon Silk Industries Ltd,Textiles,159.0,50.5,Mar 2020,382.0,0.0
Shahlon Silk Industries Ltd,Textiles,159.0,50.5,Mar 2021,214.0,3.0
Shahlon Silk Industries Ltd,Textiles,159.0,50.5,Mar 2022,313.0,3.0
Shahlon Silk Industries Ltd,Textiles,159.0,50.5,Mar 2023,309.0,4.0
Shahlon Silk Industries Ltd,Textiles,159.0,50.5,TTM,275.0,4.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2012,2846.0,180.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2013,3227.0,218.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2014,3732.0,249.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2015,4170.0,265.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2016,4223.0,371.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2017,4552.0,474.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2018,5166.0,461.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2019,6062.0,494.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2020,6366.0,656.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2021,6818.0,720.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2022,8762.0,833.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,Mar 2023,10568.0,860.0
Berger Paints India Ltd,Paints/Varnish,70484.0,68.3,TTM,10934.0,1034.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2012,312.0,8.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2013,111.0,-6.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2014,48.0,-5.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2015,84.0,1.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2016,106.0,1.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2017,108.0,1.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2018,108.0,1.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2019,109.0,1.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2020,124.0,2.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2021,175.0,1.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2022,356.0,2.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,Mar 2023,605.0,4.0
Niraj Cement Structurals Ltd,Construction,175.0,17.0,TTM,629.0,4.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2012,,0.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2013,,0.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2014,,0.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2015,,0.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2016,,0.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2017,,0.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2018,,1.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2019,,-0.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2020,,-1.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2021,,2.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2022,,1.0
SG Finserve Ltd,Finance,2672.0,51.6,Mar 2023,,18.0
SG Finserve Ltd,Finance,2672.0,51.6,TTM,,52.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2012,8531.0,238.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2013,10554.0,850.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2014,11619.0,209.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2015,14907.0,365.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2016,11710.0,393.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2017,15247.0,593.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2018,16338.0,442.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2019,19510.0,416.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2020,18240.0,273.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2021,31275.0,560.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2022,31182.0,318.0
Max Financial Services Ltd,Finance,32934.0,65.0,Mar 2023,31415.0,452.0
Max Financial Services Ltd,Finance,32934.0,65.0,TTM,38158.0,593.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2012,302.0,6.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2013,332.0,4.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2014,370.0,4.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2015,380.0,2.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2016,480.0,11.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2017,387.0,8.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2018,446.0,9.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2019,588.0,6.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2020,534.0,18.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2021,589.0,36.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2022,545.0,20.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,Mar 2023,732.0,-23.0
Kriti Industries (India) Ltd,Plastic products,555.0,17.9,TTM,874.0,31.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2012,45.0,1.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2013,60.0,2.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2014,70.0,2.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2015,88.0,1.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2016,89.0,2.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2017,94.0,2.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2018,112.0,3.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2019,125.0,4.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2020,139.0,4.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2021,178.0,10.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2022,258.0,12.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,Mar 2023,309.0,12.0
Mitsu Chem Plast Ltd,Plastic products,222.0,27.8,TTM,310.0,8.0
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2012,0.0,0.0
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2013,0.0,0.0
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2014,0.02,0.0
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2015,1.02,0.01
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2016,0.56,-0.1
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2017,0.23,0.02
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2018,0.24,-0.09
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2019,2.24,-0.22
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2020,5.44,-3.06
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2021,4.94,1.04
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2022,3.49,0.51
Canopy Finance Ltd,Finance,61.4,94.5,Mar 2023,1.0,0.46
Canopy Finance Ltd,Finance,61.4,94.5,TTM,1.25,0.65
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2012,65.63,0.15
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2013,63.03,-1.65
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2014,56.31,-1.18
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2015,54.28,-6.96
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2016,48.84,-12.86
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2017,52.16,-4.7
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2018,39.72,2.62
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2019,56.68,-2.8
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2020,40.13,-27.55
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2021,38.53,0.08
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2022,71.57,1.52
Cyber Media (India) Ltd,Entertainment,49.4,18.9,Mar 2023,78.43,4.99
Cyber Media (India) Ltd,Entertainment,49.4,18.9,TTM,93.77,5.2
Sulabh Engineers _ Services Ltd,Finance,58.4,31.4,Mar 2014,1.6,0.56
Sulabh Engineers _ Services Ltd,Finance,58.4,31.4,Mar 2015,1.85,0.55
Sulabh Engineers _ Services Ltd,Finance,58.4,31.4,Mar 2016,2.07,0.55
Sulabh Engineers _ Services Ltd,Finance,58.4,31.4,Mar 2017,5.23,2.75
Sulabh Engineers _ Services Ltd,Finance,58.4,31.4,Mar 2018,4.84,3.02
Sulabh Engineers _ Services Ltd,Finance,58.4,31.4,Mar 2019,8.01,2.53
Sulabh Engineers _ Services Ltd,Finance,58.4,31.4,Mar 2020,3.82,2.12
Sulabh Engineers _ Services Ltd,Finance,58.4,31.4,Mar 2021,2.47,1.06
Sulabh Engineers _ Services Ltd,Finance,58.4,31.4,Mar 2022,3.74,1.11
Sulabh Engineers _ Services Ltd,Finance,58.4,31.4,Mar 2023,3.63,1.48
Sulabh Engineers _ Services Ltd,Finance,58.4,31.4,TTM,4.99,1.86
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2012,294.0,1.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2013,337.0,0.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2014,366.0,-1.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2015,418.0,0.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2016,488.0,0.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2017,518.0,0.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2018,546.0,0.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2019,573.0,0.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2020,592.0,-1.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2021,340.0,1.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2022,548.0,2.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,Mar 2023,930.0,6.0
Vadilal Enterprises Ltd,Trading,292.0,40.2,TTM,979.0,7.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2012,341.0,21.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2013,364.0,19.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2014,368.0,4.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2015,387.0,32.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2016,407.0,23.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2017,441.0,18.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2018,458.0,19.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2019,512.0,24.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2020,526.0,26.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2021,447.0,-12.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2022,661.0,45.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,Mar 2023,777.0,59.0
Ador Welding Ltd,Capital Goods-Non Electrical Equipment,2057.0,29.6,TTM,850.0,70.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2012,673.0,45.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2013,948.0,44.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2014,957.0,11.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2015,1103.0,53.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2016,1146.0,79.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2017,1337.0,180.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2018,1873.0,292.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2019,1979.0,255.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2020,1816.0,222.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2021,1615.0,230.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2022,2989.0,818.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,Mar 2023,2883.0,499.0
Maithan Alloys Ltd,Ferro Alloys,3466.0,11.9,TTM,2067.0,292.0
Angel One Ltd,Stock/ Commodity Brokers,29280.0,28.7,Mar 2015,450.0,47.0
Angel One Ltd,Stock/ Commodity Brokers,29280.0,28.7,Mar 2016,451.0,32.0
Angel One Ltd,Stock/ Commodity Brokers,29280.0,28.7,Mar 2017,440.0,31.0
Angel One Ltd,Stock/ Commodity Brokers,29280.0,28.7,Mar 2018,770.0,108.0
Angel One Ltd,Stock/ Commodity Brokers,29280.0,28.7,Mar 2019,778.0,80.0
Angel One Ltd,Stock/ Commodity Brokers,29280.0,28.7,Mar 2020,748.0,82.0
Angel One Ltd,Stock/ Commodity Brokers,29280.0,28.7,Mar 2021,1289.0,297.0
Angel One Ltd,Stock/ Commodity Brokers,29280.0,28.7,Mar 2022,2292.0,625.0
Angel One Ltd,Stock/ Commodity Brokers,29280.0,28.7,Mar 2023,3002.0,890.0
Angel One Ltd,Stock/ Commodity Brokers,29280.0,28.7,TTM,3430.0,1020.0
B-Right RealEstate Ltd,Realty,160.0,91.5,Mar 2020,0.42,0.85
B-Right RealEstate Ltd,Realty,160.0,91.5,Mar 2021,0.38,0.58
B-Right RealEstate Ltd,Realty,160.0,91.5,Mar 2022,1.37,1.2
B-Right RealEstate Ltd,Realty,160.0,91.5,Mar 2023,17.22,3.03
B-Right RealEstate Ltd,Realty,160.0,91.5,TTM,26.11,3.24
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2012,1553.0,161.0
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2013,1873.0,231.0
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2014,2206.0,266.0
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2015,2736.0,351.0
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2016,3094.0,320.0
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2017,3586.0,340.0
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2018,3914.0,403.0
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2019,4618.0,477.0
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2020,4427.0,341.0
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2021,4132.0,364.0
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2022,4534.0,522.0
Cyient Ltd,IT - Software,25411.0,36.5,Mar 2023,6016.0,514.0
Cyient Ltd,IT - Software,25411.0,36.5,TTM,6835.0,672.0
UFO Moviez India Ltd,Media - Print/Television/Radio,432.0,83.5,Mar 2012,206.0,6.0
UFO Moviez India Ltd,Media - Print/Television/Radio,432.0,83.5,Mar 2013,334.0,39.0
UFO Moviez India Ltd,Media - Print/Television/Radio,432.0,83.5,Mar 2014,424.0,52.0
